#  A   Z  El   half-life  bindingEnergy
#               [s]        [keV]
 118  53   I   8.22000e+02        8406.1
 118  54  Xe   2.28000e+02          8375
 118  55  Cs   0.00000e+00        8286.4
 118  56  Ba   5.20000e+00          8228
 118  57  La   2.00000e-01          8113
 119  43  Tc   2.20000e-02          8128
 119  44  Ru   6.95000e-02          8224
 119  45  Rh   1.90000e-01        8303.4
 119  46  Pd   9.20000e-01          8369
 119  47  Ag   0.00000e+00        8423.2
 119  48  Cd   1.56000e+02        8461.4
 119  49  In   1.44000e+02        8486.1
 119  50  Sn           inf        8499.4
 119  51  Sb   1.37160e+05        8487.9
 119  52  Te   5.76000e+04        8462.1
 119  53   I   1.14600e+03        8426.8
 119  54  Xe   3.48000e+02        8378.4
 119  55  Cs   0.00000e+00        8317.3
 119  56  Ba   5.40000e+00        8245.9
 119  57  La   1.00000e+00          8157
 119  58  Ce   2.00000e-01          8059
 120  43  Tc   2.10000e-02          8087
 120  44  Ru   4.50000e-02          8201
 120  45  Rh   1.29600e-01          8268
 120  46  Pd   4.92000e-01        8357.1
 120  47  Ag   1.50000e+00        8395.3
 120  48  Cd   5.08000e+01          8458
 120  49  In   0.00000e+00        8466.3
 120  50  Sn           inf        8504.5
 120  51  Sb   0.00000e+00        8475.6
 120  52  Te           inf          8477
 120  53   I   4.89600e+03        8423.7
 120  54  Xe   2.76000e+03          8404
 120  55  Cs   0.00000e+00        8328.5
 120  56  Ba   2.40000e+01        8280.3
 120  57  La   2.80000e+00          8179
 120  58  Ce   2.50000e-01          8107
 121  43  Tc   2.20000e-02          8056
 121  44  Ru   2.90000e-02          8159
 121  45  Rh   7.60000e-02        8245.2
 121  46  Pd   2.90000e-01        8320.9
 121  47  Ag   0.00000e+00        8382.3
 121  48  Cd   1.35000e+01          8431
 121  49  In   2.31000e+01        8463.9
 121  50  Sn   9.72000e+04        8485.2
 121  51  Sb           inf        8482.1
 121  52  Te   1.65024e+06        8466.9
 121  53   I   7.56000e+03        8441.5
 121  54  Xe   2.40600e+03        8403.8
 121  55  Cs   1.55000e+02        8352.9
 121  56  Ba   2.97000e+01        8293.9
 121  57  La   5.30000e+00          8217
 121  58  Ce   1.10000e+00          8132
 121  59  Pr   1.20000e-02          8032
 122  44  Ru   2.50000e-02          8135
 122  45  Rh   5.10000e-02          8210
 122  46  Pd   1.95000e-01          8306
 122  47  Ag   0.00000e+00        8352.8
 122  48  Cd   5.20000e+00        8424.3
 122  49  In   0.00000e+00        8442.1
 122  50  Sn           inf        8487.9
 122  51  Sb   2.33280e+05        8468.3
 122  52  Te           inf        8478.1
 122  53   I   2.16000e+02          8437
 122  54  Xe   7.23600e+04        8424.7
 122  55  Cs   2.11000e+01        8359.2
 122  56  Ba   1.14000e+02        8323.8
 122  57  La   8.60000e+00          8235
 122  58  Ce   2.00000e+00          8174
 122  59  Pr   5.00000e-01          8060
 123  44  Ru   1.90000e-02          8093
 123  45  Rh   4.20000e-02          8186
 123  46  Pd   1.08000e-01          8270
 123  47  Ag   0.00000e+00        8337.8
 123  48  Cd   2.10000e+00        8395.4
 123  49  In   6.10000e+00        8437.9
 123  50  Sn   1.11629e+07        8467.2
 123  51  Sb           inf        8472.3
 123  52  Te           inf        8465.5
 123  53   I   4.75200e+04        8449.2
 123  54  Xe   7.20000e+03        8420.9
 123  55  Cs   3.48000e+02        8380.4
 123  56  Ba   1.62000e+02        8330.2
 123  57  La   1.70000e+01          8267
 123  58  Ce   3.80000e+00          8193
 123  59  Pr   8.00000e-01          8104
 124  44  Ru   1.50000e-02          8068
 124  45  Rh   3.00000e-02          8149
 124  46  Pd   8.80000e-02          8252
 124  47  Ag   0.00000e+00        8308.7
 124  48  Cd   1.20000e+00          8387
 124  49  In   0.00000e+00        8414.3
 124  50  Sn           inf        8467.4
 124  51  Sb   5.20128e+06        8456.2
 124  52  Te           inf        8473.3
 124  53   I   3.54240e+05        8441.5
 124  54  Xe           inf        8437.6
 124  55  Cs   3.09000e+01        8383.4
 124  56  Ba   6.60000e+02        8355.8
 124  57  La   0.00000e+00        8278.3
 124  58  Ce   9.10000e+00          8229
 124  59  Pr   1.20000e+00          8128
 124  60  Nd   5.00000e-01          8052
 125  45  Rh   2.65000e-02          8126
 125  46  Pd   5.70000e-02          8216
 125  47  Ag   0.00000e+00        8293.3
 125  48  Cd   6.80000e-01        8357.7
 125  49  In   2.30000e+00        8408.5
 125  50  Sn   8.29440e+05        8445.5
 125  51  Sb   8.52037e+07        8458.2
 125  52  Te           inf          8458
 125  53   I   5.13216e+06        8450.3
 125  54  Xe   6.08400e+04        8430.9
 125  55  Cs   2.80200e+03        8399.8
 125  56  Ba   1.98000e+02        8358.2
 125  57  La   6.48000e+01        8304.6
 125  58  Ce   9.70000e+00          8242
 125  59  Pr   3.30000e+00          8166
 125  60  Nd   6.50000e-01          8077
 126  45  Rh   1.90000e-02          8088
 126  46  Pd   4.86000e-02          8197
 126  47  Ag   9.93000e-02          8261
 126  48  Cd   5.13000e-01        8346.7
 126  49  In   0.00000e+00        8384.3
 126  50  Sn   7.25809e+12        8443.5
 126  51  Sb   1.06272e+06        8440.3
 126  52  Te           inf        8463.2
 126  53   I   1.11456e+06        8439.9
 126  54  Xe           inf        8443.5
 126  55  Cs   9.60000e+01        8399.3
 126  56  Ba   6.00000e+03        8379.7
 126  57  La   0.00000e+00        8312.4
 126  58  Ce   5.10000e+01        8273.3
 126  59  Pr   3.10000e+00          8184
 126  60  Nd   1.00000e+00          8119
 126  61  Pm   5.00000e-01          8005
 127  45  Rh   2.80000e-02          8062
 127  46  Pd   3.80000e-02          8159
 127  47  Ag   8.90000e-02          8242
 127  48  Cd   3.30000e-01        8316.9
 127  49  In   1.00000e+00        8374.9
 127  50  Sn   7.56000e+03        8420.6
 127  51  Sb   3.28320e+05        8439.8
 127  52  Te   3.34800e+04        8446.1
 127  53   I           inf        8445.5
 127  54  Xe   3.13632e+06        8434.1
 127  55  Cs   2.23200e+04        8411.6
 127  56  Ba   7.62000e+02        8378.5
 127  57  La   3.06000e+02        8333.5
 127  58  Ce   3.40000e+01        8280.8
 127  59  Pr   4.20000e+00          8216
 127  60  Nd   1.80000e+00          8139
 127  61  Pm   1.00000e+00          8048
 128  46  Pd   3.50000e-02          8138
 128  47  Ag   5.90000e-02          8211
 128  48  Cd   2.46000e-01        8303.3
 128  49  In   8.16000e-01        8351.1
 128  50  Sn   3.54000e+03          8417
 128  51  Sb   0.00000e+00        8420.8
 128  52  Te   6.31139e+31        8448.8
 128  53   I   1.49400e+03        8432.8
 128  54  Xe           inf        8443.3
 128  55  Cs   2.16000e+02        8406.5
 128  56  Ba   2.07360e+05        8396.1
 128  57  La   0.00000e+00        8337.2
 128  58  Ce   2.34000e+02        8306.9
 128  59  Pr   2.80000e+00        8228.9
 128  60  Nd   5.00000e+00          8176
 128  61  Pm   1.00000e+00          8072
 128  62  Sm   5.00000e-01          7994
 129  46  Pd   3.10000e-02          8084
 129  47  Ag   0.00000e+00          8189
 129  48  Cd   0.00000e+00          8269
 129  49  In   5.70000e-01        8338.8
 129  50  Sn   1.32000e+02        8392.8
 129  51  Sb   1.54800e+04        8418.1
 129  52  Te   4.17600e+03        8430.4
 129  53   I   4.95444e+14          8436
 129  54  Xe           inf        8431.4
 129  55  Cs   1.15200e+05          8416
 129  56  Ba   7.92000e+03        8391.1
 129  57  La   6.96000e+02        8356.1
 129  58  Ce   2.10000e+02        8310.9
 129  59  Pr   3.00000e+01        8254.4
 129  60  Nd   6.80000e+00          8190
 129  61  Pm   2.40000e+00          8111
 129  62  Sm   5.50000e-01          8021
 130  47  Ag   4.06000e-02          8140
 130  48  Cd   1.26800e-01        8252.6
 130  49  In   0.00000e+00          8314
 130  50  Sn   2.22000e+02        8386.8
 130  51  Sb   2.37000e+03        8397.4
 130  52  Te   2.17743e+28        8430.3
 130  53   I   4.42800e+04        8421.1
 130  54  Xe           inf        8437.7
 130  55  Cs   1.75200e+03        8408.8
 130  56  Ba           inf        8405.5
 130  57  La   5.22000e+02        8356.2
 130  58  Ce   1.37400e+03        8333.2
 130  59  Pr   4.00000e+01        8263.8
 130  60  Nd   2.10000e+01        8222.5
 130  61  Pm   2.60000e+00          8130
 130  62  Sm   1.00000e+00          8064
 130  63  Eu   1.00000e-03          7951
 131  47  Ag   3.50000e-02          8099
 131  48  Cd   9.80000e-02        8206.2
 131  49  In   2.61000e-01          8298
 131  50  Sn   5.60000e+01        8362.5
 131  51  Sb   1.38000e+03        8392.6
 131  52  Te   1.50000e+03        8411.2
 131  53   I   6.91200e+05        8422.3
 131  54  Xe           inf        8423.7
 131  55  Cs   8.29440e+05        8415.1
 131  56  Ba   9.93600e+05        8398.6
 131  57  La   3.54000e+03        8370.4
 131  58  Ce   6.18000e+02        8333.4
 131  59  Pr   9.00000e+01        8286.1
 131  60  Nd   2.54000e+01        8230.3
 131  61  Pm   6.30000e+00          8162
 131  62  Sm   1.20000e+00          8084
 131  63  Eu   1.78000e-02          7995
 132  47  Ag   3.00000e-02          8049
 132  48  Cd   8.20000e-02          8168
 132  49  In   1.98000e-01        8253.7
 132  50  Sn   3.97000e+01        8354.9
 132  51  Sb   1.62000e+02        8372.3
 132  52  Te   2.76480e+05        8408.5
 132  53   I   7.92000e+03        8406.5
 132  54  Xe           inf        8427.6
 132  55  Cs   5.52960e+05        8405.6
 132  56  Ba           inf        8409.4
 132  57  La   1.72800e+04        8367.8
 132  58  Ce   1.26000e+04        8352.3
 132  59  Pr   0.00000e+00        8291.5
 132  60  Nd   9.00000e+01        8256.8
 132  61  Pm   6.20000e+00          8177
 132  62  Sm   4.00000e+00          8121
 132  63  Eu   1.00000e-01          8018
 133  48  Cd   6.10000e-02          8119
 133  49  In   1.65000e-01          8215
 133  50  Sn   1.40000e+00        8310.1
 133  51  Sb   1.38000e+02        8364.7
 133  52  Te   7.50000e+02          8389
 133  53   I   7.48800e+04        8405.1
 133  54  Xe   4.49280e+05        8412.6
 133  55  Cs           inf          8410
 133  56  Ba   3.31348e+08        8400.2
 133  57  La   1.40400e+04        8378.8
 133  58  Ce   5.82000e+03        8349.8
 133  59  Pr   3.90000e+02        8310.3
 133  60  Nd   7.00000e+01        8262.2
 133  61  Pm   1.35000e+01        8204.3
 133  62  Sm   2.80000e+00          8137
 133  63  Eu   2.00000e-01          8056
 133  64  Gd   1.00000e-02          7964
 134  48  Cd   6.50000e-02          8082
 134  49  In   1.40000e-01          8171
 134  50  Sn   8.90000e-01        8275.2
 134  51  Sb   7.80000e-01          8326
 134  52  Te   2.50800e+03        8383.6
 134  53   I   3.15000e+03        8389.1
 134  54  Xe           inf        8413.7
 134  55  Cs   6.31139e+07        8398.6
 134  56  Ba           inf        8408.2
 134  57  La   3.84000e+02        8374.5
 134  58  Ce   2.67840e+05        8365.8
 134  59  Pr   1.02000e+03        8312.9
 134  60  Nd   5.10000e+02        8285.5
 134  61  Pm   0.00000e+00        8213.2
 134  62  Sm   9.50000e+00          8167
 134  63  Eu   5.00000e-01          8076
 134  64  Gd   4.00000e-01          8006
 135  49  In   1.01000e-01          8132
 135  50  Sn   5.15000e-01        8230.7
 135  51  Sb   1.60000e+00          8292
 135  52  Te   1.90000e+01        8345.7
 135  53   I   2.34000e+04        8384.8
 135  54  Xe   3.27600e+04        8398.5
 135  55  Cs   4.10240e+13        8401.3
 135  56  Ba           inf        8397.5
 135  57  La   7.02000e+04        8382.8
 135  58  Ce   6.37200e+04          8362
 135  59  Pr   1.44000e+03        8328.9
 135  60  Nd   7.44000e+02        8288.2
 135  61  Pm   4.90000e+01        8236.7
 135  62  Sm   0.00000e+00        8177.6
 135  63  Eu   1.50000e+00          8107
 135  64  Gd   1.10000e+00          8029
 135  65  Tb   1.00000e-03          7938
 136  49  In   8.60000e-02          8087
 136  50  Sn   3.50000e-01          8195
 136  51  Sb   9.23000e-01        8252.3
 136  52  Te   1.76000e+01        8319.4
 136  53   I   8.34000e+01        8351.3
 136  54  Xe   6.62695e+28        8396.2
 136  55  Cs   1.13184e+06        8389.8
 136  56  Ba           inf        8402.8
 136  57  La   5.88000e+02          8376
 136  58  Ce           inf        8373.8
 136  59  Pr   7.86000e+02          8330
 136  60  Nd   3.04200e+03        8308.5
 136  61  Pm   0.00000e+00        8243.7
 136  62  Sm   4.70000e+01        8205.9
 136  63  Eu   0.00000e+00          8122
 136  64  Gd   1.00000e+00          8064
 136  65  Tb   2.00000e-01          7963
 137  49  In   7.00000e-02          8047
 137  50  Sn   2.73000e-01          8149
 137  51  Sb   4.84000e-01        8218.5
 137  52  Te   2.40000e+00        8280.2
 137  53   I   2.41000e+01          8326
 137  54  Xe   2.28000e+02        8364.3
 137  55  Cs   9.46708e+08          8389
 137  56  Ba           inf        8391.8
 137  57  La   1.89342e+12        8381.9
 137  58  Ce   3.24000e+04        8367.2
 137  59  Pr   4.32000e+03        8341.7
 137  60  Nd   2.31000e+03        8309.6
 137  61  Pm   0.00000e+00        8263.7
 137  62  Sm   4.50000e+01        8213.8
 137  63  Eu   8.40000e+00        8150.6
 137  64  Gd   2.20000e+00          8080
 137  65  Tb   6.00000e-01          7999
 138  50  Sn   1.50000e-01          8113
 138  51  Sb   3.48000e-01        8175.1
 138  52  Te   1.40000e+00        8252.6
 138  53   I   6.20000e+00        8292.4
 138  54  Xe   8.46000e+02        8344.7
 138  55  Cs   2.00400e+03        8360.1
 138  56  Ba           inf        8393.4
 138  57  La   3.21881e+18        8375.1
 138  58  Ce           inf        8377.1
 138  59  Pr   8.40000e+01        8339.3
 138  60  Nd   1.80000e+04        8325.5
 138  61  Pm   0.00000e+00        8268.5
 138  62  Sm   1.86000e+02        8237.9
 138  63  Eu   1.21000e+01        8161.6
 138  64  Gd   4.70000e+00          8113
 138  65  Tb   8.00000e-01          8019
 138  66  Dy   2.00000e-01          7950
 139  50  Sn   1.30000e-01          8066
 139  51  Sb   9.30000e-02          8142
 139  52  Te   5.00000e-01        8211.8
 139  53   I   2.20000e+00        8265.6
 139  54  Xe   3.96000e+01        8311.6
 139  55  Cs   5.52000e+02        8342.3
 139  56  Ba   4.98600e+03          8367
 139  57  La           inf          8378
 139  58  Ce   1.18886e+07        8370.4
 139  59  Pr   1.58400e+04        8349.4
 139  60  Nd   1.78200e+03        8323.6
 139  61  Pm   2.46000e+02        8285.5
 139  62  Sm   1.50000e+02        8243.1
 139  63  Eu   1.79000e+01        8187.2
 139  64  Gd   0.00000e+00          8126
 139  65  Tb   1.60000e+00          8052
 139  66  Dy   6.00000e-01          7971
 140  51  Sb   1.00000e-01          8100
 140  52  Te   3.00000e-01        8184.8
 140  53   I   8.60000e-01        8229.5
 140  54  Xe   1.36000e+01        8290.9
 140  55  Cs   6.37000e+01        8314.3
 140  56  Ba   1.09728e+06        8353.2
 140  57  La   1.44720e+05          8355
 140  58  Ce           inf        8376.3
 140  59  Pr   1.98000e+02        8346.5
 140  60  Nd   2.85120e+05        8337.9
 140  61  Pm   9.20000e+00        8289.1
 140  62  Sm   8.88000e+02        8263.8
 140  63  Eu   1.50000e+00        8197.7
 140  64  Gd   1.58000e+01          8155
 140  65  Tb   2.30000e+00        8068.7
 140  66  Dy   7.00000e-01          8008
 140  67  Ho   6.00000e-03          7906
 141  51  Sb   1.00000e-01          8066
 141  52  Te   1.50000e-01          8141
 141  53   I   4.30000e-01        8202.3
 141  54  Xe   1.70000e+00        8255.4
 141  55  Cs   2.48000e+01        8294.4
 141  56  Ba   1.09200e+03        8326.1
 141  57  La   1.40400e+04        8343.2
 141  58  Ce   2.80800e+06        8355.4
 141  59  Pr           inf          8354
 141  60  Nd   8.64000e+03        8335.5
 141  61  Pm   1.25400e+03        8303.9
 141  62  Sm   6.12000e+02        8265.8
 141  63  Eu   4.07000e+01        8217.7
 141  64  Gd   1.40000e+01        8164.6
 141  65  Tb   0.00000e+00        8097.5
 141  66  Dy   9.00000e-01          8027
 141  67  Ho   4.10000e-03          7943
 142  52  Te   1.00000e-01          8111
 142  53   I   2.22000e-01          8165
 142  54  Xe   1.20000e+00        8233.2
 142  55  Cs   1.60000e+00        8264.9
 142  56  Ba   6.36000e+02          8311
 142  57  La   5.46600e+03        8320.8
 142  58  Ce           inf        8347.1
 142  59  Pr   6.87600e+04        8336.3
 142  60  Nd           inf          8346
 142  61  Pm   4.05000e+01        8306.7
 142  62  Sm   4.34400e+03          8286
 142  63  Eu   2.30000e+00        8226.4
 142  64  Gd   7.02000e+01        8190.3
 142  65  Tb   5.97000e-01        8111.5
 142  66  Dy   2.30000e+00          8061
 142  67  Ho   4.00000e-01          7965
 142  68  Er   1.00000e-05          7894
 143  52  Te   1.00000e-01          8068
 143  53   I   1.30000e-01          8135
 143  54  Xe   5.11000e-01        8196.9
 143  55  Cs   1.70000e+00        8243.7
 143  56  Ba   1.45000e+01          8282
 143  57  La   8.52000e+02        8306.1
 143  58  Ce   1.18800e+05        8324.7
 143  59  Pr   1.16640e+06        8329.4
 143  60  Nd           inf        8330.5
 143  61  Pm   2.28960e+07        8317.7
 143  62  Sm   5.22000e+02        8288.2
 143  63  Eu   1.50000e+02        8245.8
 143  64  Gd   3.90000e+01        8198.3
 143  65  Tb   0.00000e+00        8138.2
 143  66  Dy   5.60000e+00        8075.1
 143  67  Ho   3.00000e-01          7999
 143  68  Er   2.00000e-01          7918
 144  53   I   1.00000e-01          8098
 144  54  Xe   3.88000e-01        8172.9
 144  55  Cs   0.00000e+00        8211.9
 144  56  Ba   1.15000e+01        8265.5
 144  57  La   4.08000e+01        8281.4
 144  58  Ce   2.46154e+07        8314.8
 144  59  Pr   1.03200e+03        8311.5
 144  60  Nd   6.94252e+22        8326.9
 144  61  Pm   3.13632e+07        8305.3
 144  62  Sm           inf        8303.7
 144  63  Eu   1.02000e+01        8254.2
 144  64  Gd   2.64000e+02        8221.9
 144  65  Tb   0.00000e+00        8151.3
 144  66  Dy   9.10000e+00        8105.6
 144  67  Ho   7.00000e-01        8017.1
 144  68  Er   4.00000e-01          7956
 144  69  Tm   2.30000e-06          7851
 145  53   I   1.00000e-01          8068
 145  54  Xe   1.88000e-01        8135.1
 145  55  Cs   5.82000e-01        8188.7
 145  56  Ba   4.30000e+00        8234.8
 145  57  La   2.48000e+01        8266.1
 145  58  Ce   1.80000e+02        8289.9
 145  59  Pr   2.12400e+04        8302.1
 145  60  Nd           inf        8309.2
 145  61  Pm   5.58558e+08        8302.7
 145  62  Sm   2.93760e+07          8293
 145  63  Eu   5.09760e+05        8269.3
 145  64  Gd   1.38000e+03        8228.9
 145  65  Tb   0.00000e+00        8178.5
 145  66  Dy   9.50000e+00        8116.9
 145  67  Ho   0.00000e+00        8048.6
 145  68  Er   9.00000e-01          7975
 145  69  Tm   3.10000e-06          7889
 146  54  Xe   1.46000e-01        8110.4
 146  55  Cs   3.23000e-01        8155.4
 146  56  Ba   2.20000e+00        8216.1
 146  57  La   0.00000e+00        8238.8
 146  58  Ce   8.10000e+02        8278.6
 146  59  Pr   1.44600e+03        8280.4
 146  60  Nd           inf        8304.1
 146  61  Pm   1.73563e+08        8288.7
 146  62  Sm   2.14587e+15        8293.9
 146  63  Eu   3.97440e+05        8261.9
 146  64  Gd   4.16448e+06        8249.5
 146  65  Tb   0.00000e+00        8187.1
 146  66  Dy   3.32000e+01        8146.1
 146  67  Ho   2.80000e+00        8063.2
 146  68  Er   1.70000e+00        8010.5
 146  69  Tm   1.55000e-01          7914
 147  54  Xe   1.30000e-01          8072
 147  55  Cs   2.30000e-01        8131.8
 147  56  Ba   8.94000e-01        8183.2
 147  57  La   4.00000e+00        8221.6
 147  58  Ce   5.64000e+01        8252.5
 147  59  Pr   8.04000e+02        8270.5
 147  60  Nd   9.41760e+05        8283.6
 147  61  Pm   8.20480e+07        8284.4
 147  62  Sm   3.36397e+18        8280.6
 147  63  Eu   2.08224e+06        8263.5
 147  64  Gd   1.36800e+05        8243.3
 147  65  Tb   5.76000e+03        8206.6
 147  66  Dy   6.70000e+01        8156.8
 147  67  Ho   5.80000e+00          8094
 147  68  Er   0.00000e+00        8026.5
 147  69  Tm   5.80000e-01        7948.8
 148  54  Xe   1.00000e-01          8047
 148  55  Cs   1.45000e-01        8097.5
 148  56  Ba   6.20000e-01        8164.4
 148  57  La   1.30000e+00        8193.7
 148  58  Ce   5.68000e+01        8240.4
 148  59  Pr   1.32000e+02        8249.5
 148  60  Nd           inf        8277.2
 148  61  Pm   4.57920e+05        8268.2
 148  62  Sm   1.98809e+23        8279.6
 148  63  Eu   4.70880e+06        8253.8
 148  64  Gd   2.23739e+09        8248.3
 148  65  Tb   3.60000e+03        8204.3
 148  66  Dy   1.98000e+02        8180.9
 148  67  Ho   2.20000e+00          8109
 148  68  Er   4.60000e+00        8059.7
 148  69  Tm   7.00000e-01        7968.5
 148  70  Yb   2.50000e-01          7906
 149  55  Cs   1.13000e-01          8073
 149  56  Ba   3.48000e-01        8133.8
 149  57  La   1.00000e+00        8176.2
 149  58  Ce   4.90000e+00        8214.2
 149  59  Pr   1.32000e+02        8238.3
 149  60  Nd   6.12000e+03        8255.4
 149  61  Pm   1.90800e+05        8261.5
 149  62  Sm           inf        8263.5
 149  63  Eu   8.04384e+06        8253.6
 149  64  Gd   7.94880e+05        8239.5
 149  65  Tb   1.47600e+04        8209.8
 149  66  Dy   2.52000e+02        8179.1
 149  67  Ho   2.11000e+01        8133.3
 149  68  Er   4.00000e+00          8075
 149  69  Tm   9.00000e-01          8004
 149  70  Yb   7.00000e-01          7927
 150  55  Cs   8.44000e-02          8039
 150  56  Ba   2.59000e-01          8112
 150  57  La   5.04000e-01        8148.2
 150  58  Ce   6.00000e+00        8201.1
 150  59  Pr   6.10000e+00        8218.9
 150  60  Nd   2.58767e+26        8249.6
 150  61  Pm   9.36000e+03        8243.8
 150  62  Sm           inf        8261.6
 150  63  Eu   1.16445e+09        8241.3
 150  64  Gd   5.36468e+13        8242.6
 150  65  Tb   1.22400e+04        8206.3
 150  66  Dy   4.26000e+02        8189.1
 150  67  Ho   0.00000e+00        8134.8
 150  68  Er   1.85000e+01        8102.2
 150  69  Tm   0.00000e+00          8021
 150  70  Yb   7.00000e-01          7964
 150  71  Lu   4.50000e-02          7865
 151  55  Cs   6.90000e-02          8013
 151  56  Ba   1.67000e-01          8079
 151  57  La   4.65000e-01          8129
 151  58  Ce   1.70000e+00        8176.3
 151  59  Pr   1.89000e+01        8207.9
 151  60  Nd   7.44000e+02        8230.3
 151  61  Pm   1.02240e+05        8241.3
 151  62  Sm   2.84012e+09          8244
 151  63  Eu   1.45162e+26        8239.3
 151  64  Gd   1.07050e+07          8231
 151  65  Tb   6.33600e+04        8208.9
 151  66  Dy   1.07400e+03        8184.7
 151  67  Ho   3.52000e+01        8145.5
 151  68  Er   2.35000e+01        8104.9
 151  69  Tm   4.10000e+00        8050.1
 151  70  Yb   1.60000e+00        7983.8
 151  71  Lu   7.84000e-02          7903
 152  55  Cs   3.00000e-02          7979
 152  56  Ba   1.39000e-01          8057
 152  57  La   2.87000e-01          8102
 152  58  Ce   1.40000e+00          8161
 152  59  Pr   3.50000e+00        8187.1
 152  60  Nd   6.84000e+02          8224
 152  61  Pm   0.00000e+00        8226.1
 152  62  Sm           inf        8244.1
 152  63  Eu   4.26019e+08        8226.6
 152  64  Gd   3.40815e+21        8233.4
 152  65  Tb   6.30000e+04          8202
 152  66  Dy   8.28000e+03        8192.9
 152  67  Ho   1.61800e+02        8144.9
 152  68  Er   1.03000e+01        8119.3
 152  69  Tm   0.00000e+00        8056.4
 152  70  Yb   3.00000e+00        8015.4
 152  71  Lu   6.50000e-01          7926
 153  56  Ba   1.16000e-01          8023
 153  57  La   2.45000e-01          8081
 153  58  Ce   8.65000e-01          8134
 153  59  Pr   4.20000e+00          8172
 153  60  Nd   3.16000e+01        8204.6
 153  61  Pm   3.12000e+02        8221.2
 153  62  Sm   1.66320e+05        8228.5
 153  63  Eu           inf        8228.7
 153  64  Gd   2.07706e+07        8220.4
 153  65  Tb   1.98720e+05          8205
 153  66  Dy   2.30400e+04        8185.7
 153  67  Ho   1.20000e+02        8153.6
 153  68  Er   3.71000e+01        8118.8
 153  69  Tm   1.40000e+00        8071.3
 153  70  Yb   4.20000e+00          8022
 153  71  Lu   9.00000e-01        7959.1
 153  72  Hf   4.00000e-01          7882
 154  56  Ba   5.30000e-02          8000
 154  57  La   1.61000e-01          8051
 154  58  Ce   7.22000e-01          8116
 154  59  Pr   2.30000e+00        8148.9
 154  60  Nd   2.59000e+01        8193.9
 154  61  Pm   0.00000e+00        8206.3
 154  62  Sm           inf        8226.8
 154  63  Eu   2.71390e+08        8217.1
 154  64  Gd           inf        8224.8
 154  65  Tb   0.00000e+00        8196.7
 154  66  Dy   9.46708e+13        8193.1
 154  67  Ho   7.02000e+02        8150.7
 154  68  Er   2.22000e+02        8132.4
 154  69  Tm   0.00000e+00        8074.2
 154  70  Yb   4.09000e-01        8039.9
 154  71  Lu   1.00000e+00          7969
 154  72  Hf   2.00000e+00          7918
 155  57  La   1.01000e-01          8028
 155  58  Ce   3.13000e-01          8087
 155  59  Pr   1.40000e+00          8131
 155  60  Nd   8.90000e+00        8170.3
 155  61  Pm   4.15000e+01        8195.3
 155  62  Sm   1.33800e+03        8211.2
 155  63  Eu   1.48318e+08        8216.7
 155  64  Gd           inf        8213.3
 155  65  Tb   4.57920e+05        8202.9
 155  66  Dy   3.56400e+04        8184.4
 155  67  Ho   2.88000e+03        8159.2
 155  68  Er   3.18000e+02        8129.4
 155  69  Tm   2.16000e+01        8088.4
 155  70  Yb   1.70000e+00        8043.8
 155  71  Lu   6.86000e-02        7987.4
 155  72  Hf   8.40000e-01          7928
 155  73  Ta   3.20000e-03          7857
 156  57  La   8.40000e-02          7997
 156  58  Ce   2.33000e-01          8068
 156  59  Pr   4.44000e-01          8106
 156  60  Nd   5.00000e+00        8158.1
 156  61  Pm   2.72000e+01        8176.7
 156  62  Sm   3.38400e+04          8205
 156  63  Eu   1.30464e+06        8204.6
 156  64  Gd           inf        8215.3
 156  65  Tb   4.57920e+05        8194.6
 156  66  Dy           inf        8192.4
 156  67  Ho   3.36000e+03          8155
 156  68  Er   1.17000e+03        8141.9
 156  69  Tm   8.38000e+01        8089.6
 156  70  Yb   2.61000e+01        8061.7
 156  71  Lu   0.00000e+00        7995.4
 156  72  Hf   2.30000e-02        7952.6
 156  73  Ta   1.06000e-01          7871
 157  58  Ce   1.75000e-01          8037
 157  59  Pr   3.07000e-01          8086
 157  60  Nd   1.10000e+00          8132
 157  61  Pm   1.05000e+01        8164.1
 157  62  Sm   4.80000e+02        8187.1
 157  63  Eu   5.43600e+04        8199.8
 157  64  Gd           inf        8203.5
 157  65  Tb   2.24054e+09        8198.1
 157  66  Dy   2.91600e+04        8184.6
 157  67  Ho   7.56000e+02        8163.1
 157  68  Er   1.11600e+03        8136.4
 157  69  Tm   2.16000e+02        8101.4
 157  70  Yb   3.86000e+01        8062.8
 157  71  Lu   6.80000e+00        8013.3
 157  72  Hf   1.15000e-01          7960
 157  73  Ta   1.01000e-02          7896
 157  74   W   2.75000e-01          7827
 158  58  Ce   9.90000e-02          8016
 158  59  Pr   1.81000e-01          8060
 158  60  Nd   8.10000e-01          8116
 158  61  Pm   4.80000e+00        8143.3
 158  62  Sm   3.18000e+02        8177.3
 158  63  Eu   2.75400e+03          8185
 158  64  Gd           inf        8201.8
 158  65  Tb   5.68025e+09        8189.2
 158  66  Dy           inf        8190.1
 158  67  Ho   6.78000e+02        8158.5
 158  68  Er   7.92000e+03        8147.9
 158  69  Tm   0.00000e+00        8101.2
 158  70  Yb   8.40000e+01        8079.2
 158  71  Lu   1.06000e+01        8018.6
 158  72  Hf   9.00000e-01        7981.3
 158  73  Ta   4.90000e-02          7907
 158  74   W   1.20000e-03          7854
